round,train_logloss,valid_logloss
484,0.2675103853522109,0.2727353638763904
485,0.2674921680198201,0.27274807647515176
486,0.2674715235934115,0.27275821975954834
487,0.26745366014083877,0.2727547007171634
488,0.2674393318530565,0.27275483096127556
489,0.2674217497159414,0.2727576224230322
490,0.26740227545690215,0.27274548015337663
491,0.2673876635349113,0.27274524116521576
492,0.26737031437398945,0.2727600447873489
493,0.26735653304771034,0.27276099609706117
494,0.26733592615358065,0.2727498421814164
495,0.2673217860638556,0.27274767613520606
496,0.2673054131460681,0.2727427432406821
497,0.26728919595205297,0.2727425891387135
498,0.267270196056992,0.27273609294157314
499,0.26725260652714283,0.2727415580883885
500,0.26724027965083297,0.2727484742881159
501,0.26722653634285704,0.27274366182243104
502,0.2672137288061779,0.27275023363893897
503,0.2671969202776852,0.272743733884404
504,0.2671852946013842,0.27275114794770006
505,0.2671670160914278,0.2727459647098187
506,0.26714999445441806,0.27275645444287017
507,0.26713382802223756,0.2727541634852794
508,0.2671126029076062,0.2727655575478966
