mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,model,param_model__colsample_bytree,param_model__learning_rate,param_model__min_child_samples,param_model__num_leaves,param_model__reg_lambda,param_model__subsample
2.0708731015523276,0.13919788209649178,0.12177157402038574,0.005936773549118459,12,0.7053708647569992,48.0,361,"{'model__max_depth': 12, 'model__max_features': np.float64(0.7053708647569992), 'model__min_samples_leaf': 48, 'model__n_estimators': 361}",0.43124389247529216,0.44867944766773993,0.4672192067740588,0.44904751563903034,0.01468916642171771,16,Random forest,,,,,,
2.199511686960856,0.04586988898814159,0.14477165540059408,0.015592454437268137,12,0.6779257921161397,19.0,306,"{'model__max_depth': 12, 'model__max_features': np.float64(0.6779257921161397), 'model__min_samples_leaf': 19, 'model__n_estimators': 306}",0.43368435178217035,0.4473931666152019,0.4644324346799486,0.4485033176924403,0.012577373256046775,17,Random forest,,,,,,
2.522963364919027,0.21621657925101295,0.1401362419128418,0.0015252840849695208,,0.6999169470416986,39.0,405,"{'model__max_depth': None, 'model__max_features': np.float64(0.6999169470416986), 'model__min_samples_leaf': 39, 'model__n_estimators': 405}",0.4302098162171325,0.4476730095142757,0.4670419871650396,0.4483082709654826,0.015043378876159101,18,Random forest,,,,,,
2.9310592810312905,0.2694066187385739,0.18768763542175293,0.019381730719499553,16,0.4640914962437608,75.0,627,"{'model__max_depth': 16, 'model__max_features': np.float64(0.4640914962437608), 'model__min_samples_leaf': 75, 'model__n_estimators': 627}",0.4282760363782364,0.44912914143590904,0.4675181898707409,0.4483077892282954,0.01603106603377817,19,Random forest,,,,,,
1.0054759979248047,0.05495564961804498,0.1126093864440918,0.027671213205704284,,0.35526798896001016,8.0,201,"{'model__max_depth': None, 'model__max_features': np.float64(0.35526798896001016), 'model__min_samples_leaf': 8, 'model__n_estimators': 201}",0.4307794204647099,0.44587507432855955,0.4674525506471876,0.4480356818134857,0.015049491417169292,20,Random forest,,,,,,
1.1783806482950847,0.10060971600761946,0.08209824562072754,1.9673024455252296e-05,8,0.769331322352,64.0,213,"{'model__max_depth': 8, 'model__max_features': np.float64(0.769331322352), 'model__min_samples_leaf': 64, 'model__n_estimators': 213}",0.43367897044525583,0.4445177946276125,0.46487136668233286,0.4476893772517337,0.012930212630603444,21,Random forest,,,,,,
5.261617024739583,0.3517027601506506,0.21228758494059244,0.018500700975440366,16,0.7953269355747306,37.0,659,"{'model__max_depth': 16, 'model__max_features': np.float64(0.7953269355747306), 'model__min_samples_leaf': 37, 'model__n_estimators': 659}",0.43046122473534965,0.44629418327691955,0.4654317261927045,0.44739571140165796,0.014297879008251697,22,Random forest,,,,,,
3.6069060961405435,0.07722815865506692,0.21776787439982095,0.0047132727087765254,16,0.5591950905182219,79.0,658,"{'model__max_depth': 16, 'model__max_features': np.float64(0.5591950905182219), 'model__min_samples_leaf': 79, 'model__n_estimators': 658}",0.42748878227638193,0.44776220108191195,0.4662751102991133,0.44717536455246903,0.01583988832464727,23,Random forest,,,,,,
1.8203078111012776,0.09031726836612823,0.13855799039204916,0.026737162468738047,12,0.6081845231526678,77.0,366,"{'model__max_depth': 12, 'model__max_features': np.float64(0.6081845231526678), 'model__min_samples_leaf': 77, 'model__n_estimators': 366}",0.42901004675654064,0.44539184699025847,0.46507381820730426,0.4464919039847011,0.014743506974405034,24,Random forest,,,,,,
4.424480279286702,0.30028082570851644,0.21751276652018228,0.0245807268909788,16,0.5554487413172255,7.0,684,"{'model__max_depth': 16, 'model__max_features': np.float64(0.5554487413172255), 'model__min_samples_leaf': 7, 'model__n_estimators': 684}",0.42990242418028524,0.44366130409093074,0.4626168329633295,0.44539352041151514,0.013411650794290892,25,Random forest,,,,,,
